Suburb,Location [Deg],Distance to CBD [km],Price [$],Venue #1,Venue #2,Venue #3,Venue #4,Venue #5,Venue #6,Venue #7,Venue #8,Venue #9,Venue #10
Stanhope Gardens,"(-33.710284, 150.9258277)",31.329850757655343,"924,800",Grocery Store,Pet Store,Train Station,Gym / Fitness Center,Flower Shop,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market
Kings Langley,"(-33.7505506, 150.9372174)",28.325190037171026,"924,200",Cafe,Park,Australian Restaurant,Italian Restaurant,Hotel,Japanese Restaurant,Chinese Restaurant,Trail,Pizza Place,Monument / Landmark
Colebee,"(-33.7270077, 150.8521783)",36.593249347421725,"924,100",Fried Chicken Joint,Convenience Store,Department Store,Grocery Store,Gym Pool,Mexican Restaurant,Big Box Store,Thai Restaurant,Flea Market,Electronics Store
Condell Park,"(-33.9227852, 151.0113144)",20.41921114320714,"918,000",Cafe,Gas Station,Electronics Store,Playground,Food & Drink Shop,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot
Ramsgate Beach,"(-33.9824013, 151.1461479)",15.57384584489774,"915,000",Pier,Park,Harbor / Marina,Playground,Flea Market,Fast Food Restaurant,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop
Cecil Hills,"(-33.89, 150.8511111)",34.02702069037671,"908,700",Lebanese Restaurant,Fast Food Restaurant,Italian Restaurant,Middle Eastern Restaurant,Bar,Business Service,Shopping Mall,Grocery Store,Food,Financial or Legal Service
Prairiewood,"(-33.8631743, 150.9055074)",28.789026027196325,"908,300",Cafe,Park,Pier,Burger Joint,Thai Restaurant,Playground,Pizza Place,Fast Food Restaurant,Grocery Store,Flea Market
Riverwood,"(-33.9472222, 151.0530556)",18.260908608925632,"907,500",Coffee Shop,Pub,Cafe,Train Station,Gym,Asian Restaurant,Pizza Place,Chinese Restaurant,Gas Station,Food Service
Greenacre,"(-33.9022902, 151.058546)",15.529094340822835,"905,100",Cafe,Seafood Restaurant,Bar,Park,Ice Cream Shop,Hotel,Pub,Italian Restaurant,French Restaurant,Australian Restaurant
Edensor Park,"(-33.8802849, 150.8762602)",31.60391955505225,"902,300",Shopping Mall,Supermarket,Baseball Field,Massage Studio,Trail,Coffee Shop,Liquor Store,Australian Restaurant,Chinese Restaurant,Indian Restaurant
Chipping Norton,"(-33.919687, 150.9630711)",24.51918105824597,"898,100",Cafe,Pizza Place,Japanese Restaurant,Thai Restaurant,Noodle House,Pub,Mexican Restaurant,Electronics Store,Vegetarian / Vegan Restaurant,Gym / Fitness Center
Cabramatta West,"(-33.8916949, 150.914639)",28.22246609729569,"897,000",Cafe,Park,Beach,Italian Restaurant,Burger Joint,Australian Restaurant,Restaurant,Coffee Shop,Bar,Farmers Market
Bonnyrigg Heights,"(-33.8912101, 150.8695795)",32.346399550771146,"894,400",Cafe,Park,Seafood Restaurant,Bar,Liquor Store,Supermarket,Thai Restaurant,Pharmacy,Gas Station,Recreation Center
East Hills,"(-33.960853, 150.9879189)",24.18812778218109,"894,200",Cafe,Pizza Place,Thai Restaurant,Beach,Burger Joint,Park,Gas Station,Grocery Store,Farmers Market,Greek Restaurant
Georges Hall,"(-33.9101113, 150.9879924)",22.00734347660645,"892,500",Cafe,Pizza Place,Supermarket,Convenience Store,Bakery,Shopping Mall,Park,Liquor Store,Fish Market,Bus Station
Leppington,"(-33.9543857, 150.80806378606871)",39.35271003332985,"888,700",Cafe,Bar,Coffee Shop,Pub,Bakery,Thai Restaurant,Park,Japanese Restaurant,Vietnamese Restaurant,Pizza Place
Pemulwuy,"(-33.8164641, 150.9284441)",26.99611614103853,"886,100",Pizza Place,Pool,Vietnamese Restaurant,Soccer Field,Cafe,Athletics & Sports,Food,Field,Filipino Restaurant,Financial or Legal Service
Rosehill,"(-33.8263889, 151.0305556)",17.492704812587384,"879,300",Sandwich Place,Fast Food Restaurant,Platform,Pizza Place,Italian Restaurant,Convenience Store,Burger Joint,Cafe,Grocery Store,Chinese Restaurant
Merrylands,"(-33.8350765, 150.9860379)",21.43762718057484,"876,100",Women's Store,Bakery,Farm,Business Service,Cafe,Bookstore,River,Zoo Exhibit,Food & Drink Shop,Fish & Chips Shop
Carnes Hill,"(-33.9378294, 150.8504602)",35.08316167920837,"874,500",Cafe,Fast Food Restaurant,Asian Restaurant,Shopping Mall,Sandwich Place,Supermarket,Thai Restaurant,Australian Restaurant,Coffee Shop,Japanese Restaurant
Punchbowl,"(-33.928717, 151.0522591)",17.25914931656074,"871,500",Pub,Convenience Store,Seafood Restaurant,Bar,Fast Food Restaurant,Train Station,Shopping Mall,Cafe,Pizza Place,Sandwich Place
Edmondson Park,"(-33.9628336, 150.8563294)",35.395068486479815,"869,400",Farmers Market,Construction & Landscaping,Chinese Restaurant,Middle Eastern Restaurant,Harbor / Marina,River,Pizza Place,Park,Bus Station,Fish Market
Girraween,"(-33.7983305, 150.9427707)",26.09861132595233,"867,600",Pizza Place,Athletics & Sports,Cantonese Restaurant,Grocery Store,Restaurant,Sandwich Place,Coffee Shop,Bakery,Supermarket,Recording Studio
Macquarie Park,"(-33.7814961, 151.1256747)",11.694997022134476,"866,700",Gym,Coffee Shop,Shopping Mall,Supermarket,Convenience Store,Electronics Store,Bakery,Sandwich Place,Fast Food Restaurant,Middle Eastern Restaurant
Berala,"(-33.8753943, 151.0343253)",17.006338614131597,"862,000",Park,Trail,Harbor / Marina,Playground,Cafe,Sports Bar,Mountain,Italian Restaurant,Pool,Sports Club
Mooney Mooney,"(-33.5238945, 151.203356)",36.7248019748625,"859,300",Grocery Store,Bar,Burger Joint,Australian Restaurant,Gym,Photography Lab,Bowling Alley,Bakery,Pizza Place,Filipino Restaurant
Berowra Waters,"(-33.5994177, 151.1229517)",29.623898376884128,"858,300",Cafe,Thai Restaurant,Coffee Shop,Park,Golf Course,Deli / Bodega,Pizza Place,Fried Chicken Joint,Beer Garden,Comfort Food Restaurant
Bungarribee,"(-33.7822832, 150.86499)",33.5186159433238,"856,300",Cafe,Bakery,Italian Restaurant,Coffee Shop,Supermarket,Thai Restaurant,Souvlaki Shop,Furniture / Home Store,Golf Course,Food Service
Lakemba,"(-33.9196311, 151.0749236)",14.936539298656724,"854,300",Hotel,Platform,Train Station,Restaurant,Cafe,Racetrack,Stadium,Food Truck,Fishing Spot,Fast Food Restaurant
Old Toongabbie,"(-33.7858548, 150.9699533)",24.068530312501178,"852,900",Fast Food Restaurant,Park,Coffee Shop,Bus Station,Theater,Big Box Store,Mobile Phone Shop,Modern European Restaurant,Gift Shop,Gas Station
Milperra,"(-33.9388237, 150.9846424)",23.378960512266307,"852,500",Park,French Restaurant,Liquor Store,Convenience Store,Szechuan Restaurant,Modern European Restaurant,Lebanese Restaurant,Train Station,Coffee Shop,Cafe
Canley Vale,"(-33.8871356, 150.9462342)",25.25756869424969,"848,900",Cafe,Thai Restaurant,Park,Lebanese Restaurant,Beach,Trail,Golf Course,Harbor / Marina,Bakery,Gas Station
Moorebank,"(-33.9332633, 150.949686)",26.16509806267808,"848,800",Fast Food Restaurant,Pharmacy,Chinese Restaurant,Brewery,Park,Supermarket,Shopping Mall,Pizza Place,Cafe,Grocery Store
West Hoxton,"(-33.9316667, 150.8344444)",36.34958536358765,"846,300",Cafe,Pub,Bar,Pizza Place,Sushi Restaurant,Vegetarian / Vegan Restaurant,Park,Gym,Italian Restaurant,Thai Restaurant
Acacia Gardens,"(-33.7324595, 150.9125321)",31.24666173909743,"841,800",Park,Cafe,French Restaurant,Pizza Place,Thai Restaurant,Seafood Restaurant,Bakery,Trail,Liquor Store,Greek Restaurant
Wiley Park,"(-33.9230556, 151.0677778)",15.698560410729533,"841,600",Cafe,Electronics Store,Park,Pier,Fast Food Restaurant,Climbing Gym,Gym,Shipping Store,Home Service,Arts & Crafts Store
Bossley Park,"(-33.8622222, 150.8844444)",30.73435307099033,"841,400",Park,Deli / Bodega,Burger Joint,Playground,Liquor Store,Restaurant,Flower Shop,Field,Filipino Restaurant,Financial or Legal Service
Brooklyn,"(-33.5469129, 151.2265249)",34.16441346283641,"840,800",Music Venue,Shopping Mall,Gym Pool,Gym,Zoo Exhibit,Flower Shop,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market
Denham Court,"(-33.9813889, 150.8294444)",38.44338267367553,"840,600",Cafe,Fast Food Restaurant,Supermarket,Miscellaneous Shop,Liquor Store,Greek Restaurant,Beach,Convenience Store,Pub,Pizza Place
Greystanes,"(-33.8262187, 150.9414378)",25.65155041858891,"838,400",Cafe,Train Station,Supermarket,Construction & Landscaping,Soccer Field,Zoo Exhibit,Flower Shop,Field,Filipino Restaurant,Financial or Legal Service
Chester Hill,"(-33.8816667, 151.0011111)",20.146421139274462,"838,200",Pier,Business Service,Cafe,Boat or Ferry,Zoo Exhibit,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot,Flea Market
Bass Hill,"(-33.8986251, 150.9974484)",20.836505663008207,"837,900",Cafe,Bakery,Zoo Exhibit,Food & Drink Shop,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot,Flea Market
Auburn,"(-33.8545702, 151.0255673)",17.665006908745852,"832,200",Soccer Field,Train Station,Pool,Bowling Green,Fish & Chips Shop,Food,Field,Filipino Restaurant,Financial or Legal Service,Fish Market
St Johns Park,"(-33.8816667, 150.9011111)",29.329379379614128,"830,900",Fast Food Restaurant,Convenience Store,Sports Bar,Shopping Mall,Cafe,Supermarket,Gym,Platform,Gas Station,Gym / Fitness Center
South Wentworthville,"(-33.82134, 150.9687481)",23.22629226520444,"829,300",Park,Beach,Cafe,Platform,Vegetarian / Vegan Restaurant,Trail,Australian Restaurant,Bar,Bus Station,Scenic Lookout
Schofields,"(-33.6971603, 150.8711915)",36.44913381165247,"826,100",Cafe,Sandwich Place,Japanese Restaurant,Korean Restaurant,Seafood Restaurant,Fast Food Restaurant,Shopping Mall,Hobby Shop,Badminton Court,Electronics Store
South Granville,"(-33.8577778, 151.0105556)",19.0566712981141,"822,000",Fast Food Restaurant,Sandwich Place,Museum,Dutch Restaurant,General Entertainment,Supermarket,Turkish Restaurant,Middle Eastern Restaurant,Park,Portuguese Restaurant
Middleton Grange,"(-33.9147154, 150.8423882)",35.236613900206784,"818,800",Park,French Restaurant,Cafe,Grocery Store,Trail,Bowling Green,Bakery,Dog Run,Beach,Playground
Dangar Island,"(-33.5387077, 151.239494)",35.12673486019136,"818,700",Golf Course,Middle Eastern Restaurant,Cosmetics Shop,Dog Run,Art Gallery,Playground,Zoo Exhibit,Food & Drink Shop,Financial or Legal Service,Fish & Chips Shop
Yagoona,"(-33.9037907, 151.0176677)",19.176280712419214,"817,300",Pub,Food & Drink Shop,Indian Restaurant,Bakery,Grocery Store,Pizza Place,Convenience Store,Farmers Market,Fried Chicken Joint,Football Stadium
Sefton,"(-33.8873088, 151.0106256)",19.382127277384512,"816,800",Baseball Field,Bakery,Cafe,Soccer Field,Athletics & Sports,Food,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market
Fairfield Heights,"(-33.8662814, 150.9395106)",25.658610208876503,"811,900",Fast Food Restaurant,Supermarket,Hotel,Paper / Office Supplies Store,Shopping Mall,Liquor Store,Chinese Restaurant,Steakhouse,Portuguese Restaurant,Food Truck
Granville,"(-33.8345097, 151.0060111)",19.606824758935183,"806,100",Shopping Mall,Cafe,Park,Grocery Store,Zoo Exhibit,Food,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market
Toongabbie,"(-33.7866894, 150.9526498)",25.56485185235449,"806,000",Trail,Zoo Exhibit,Food,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot,Flea Market
Parklea,"(-33.725, 150.9161111)",31.321176592556878,"805,300",Bakery,Food Truck,Event Service,Convenience Store,Soccer Field,Thai Restaurant,Chinese Restaurant,Zoo Exhibit,Flea Market,Filipino Restaurant
Wetherill Park,"(-33.8483333, 150.9011111)",29.19229393913221,"796,200",Cafe,Coffee Shop,Vietnamese Restaurant,Thai Restaurant,Japanese Restaurant,Sandwich Place,Bar,Burger Joint,Convenience Store,Gym
Holsworthy,"(-33.9597307, 150.9502719)",27.22982857472108,"795,300",Cafe,Fast Food Restaurant,Pub,Platform,Gym / Fitness Center,Brewery,Pet Store,Climbing Gym,Greek Restaurant,Recreation Center
Merrylands West,"(-33.8359501, 150.9681261)",23.078252336775602,"795,300",Park,Train Station,Bus Stop,Baseball Field,Food,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market
Regents Park,"(-33.8820048, 151.02569)",17.906595598499642,"794,200",Cafe,Pub,Bar,Vietnamese Restaurant,Pizza Place,Grocery Store,Pakistani Restaurant,Italian Restaurant,Liquor Store,Sushi Restaurant
Canley Heights,"(-33.8816667, 150.9261111)",27.029180563374812,"793,200",Park,Gym,Indian Restaurant,Fast Food Restaurant,Sandwich Place,Pet Store,Convenience Store,Bookstore,Food Court,Food & Drink Shop
Birrong,"(-33.8918622, 151.0201957)",18.61728764858589,"788,000",Cafe,Pizza Place,Farmers Market,Bowling Alley,Paper / Office Supplies Store,Chinese Restaurant,Tennis Court,BBQ Joint,Pet Store,Hotel
Horningsea Park,"(-33.9460804, 150.8432271)",35.97431287670744,"786,100",Cafe,Light Rail Station,Park,Pizza Place,Train Station,Liquor Store,Convenience Store,Coffee Shop,Motel,Fast Food Restaurant
Wattle Grove,"(-33.9564013, 150.9405862)",27.89151813149129,"786,100",Cafe,Thai Restaurant,Coffee Shop,Japanese Restaurant,Theater,Bakery,Breakfast Spot,Pub,Sandwich Place,Hostel
Silverwater,"(-33.834881, 151.0471218)",15.827306970744887,"782,200",Cafe,Food Court,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot,Flea Market,Flower Shop,Food
Greenfield Park,"(-33.8752778, 150.8919444)",30.11271050699727,"775,000",Cafe,Brewery,Vietnamese Restaurant,Platform,Fast Food Restaurant,Deli / Bodega,Electronics Store,Grocery Store,Thrift / Vintage Store,Climbing Gym
Cheero Point,"(-33.5105556, 151.1933333)",38.24432187202932,"766,600",Cafe,Australian Restaurant,Scenic Lookout,Hotel,Italian Restaurant,Bar,Hotel Bar,Museum,Theater,Park
Booker Bay,"(-33.5138889, 151.3475)",39.718845205814944,"763,000",Supermarket,Pub,Donut Shop,Farmers Market,Bakery,Gym,Liquor Store,Shopping Mall,Bowling Alley,Asian Restaurant
Quakers Hill,"(-33.7344444, 150.8788889)",33.99252066825104,"762,200",Cafe,Athletics & Sports,Paper / Office Supplies Store,Department Store,Burger Joint,Bowling Green,Theme Park,Flower Shop,Financial or Legal Service,Fish & Chips Shop
Green Valley,"(-33.9024601, 150.8674187)",32.720895580023466,"760,400",Cafe,Australian Restaurant,Park,Beach,Pool,Grocery Store,Scenic Lookout,Burger Joint,Pizza Place,Middle Eastern Restaurant
Seven Hills,"(-33.7760305, 150.9427044)",26.809093063438755,"751,300",Cafe,Furniture / Home Store,Paper / Office Supplies Store,Sporting Goods Shop,Pub,Bowling Green,Grocery Store,Flower Shop,Big Box Store,Sandwich Place
Guildford West,"(-33.8483084, 150.9657421)",23.213384755389253,"750,100",Library,Grocery Store,Train Station,Soccer Field,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot
Riverstone,"(-33.6797545, 150.8616695)",38.17322877530097,"749,200",Cafe,Fast Food Restaurant,Park,Pub,Clothing Store,Train Station,Coffee Shop,Pet Store,Electronics Store,German Restaurant
Fairfield West,"(-33.8689308, 150.9243383)",27.075934231713862,"749,100",Thai Restaurant,Italian Restaurant,Playground,Gym Pool,Shopping Mall,Fast Food Restaurant,Cafe,Supermarket,Hardware Store,Japanese Restaurant
Fairfield,"(-33.867440349999995, 150.88931036078026)",30.30453726476771,"747,900",Cafe,Flower Shop,Pub,Indian Restaurant,Food & Drink Shop,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market
Ettalong Beach,"(-33.515, 151.3344444)",39.24698221248793,"745,700",Grocery Store,Shopping Mall,Thai Restaurant,Business Service,Coffee Shop,Cafe,Turkish Restaurant,Athletics & Sports,Financial or Legal Service,Fish & Chips Shop
Woodcroft,"(-33.7586111, 150.8783333)",33.07632765311019,"744,600",Chinese Restaurant,Cafe,Basketball Court,Pizza Place,Thai Restaurant,Gym / Fitness Center,Grocery Store,Liquor Store,Shopping Mall,Golf Course
Hammondville,"(-33.9511518, 150.9608619)",25.94252325015577,"742,600",Soccer Field,Burger Joint,Convenience Store,Gym / Fitness Center,Gym,Bar,Track,Shopping Mall,Cafe,Rental Service
Prestons,"(-33.9415149, 150.8747464)",33.03682154760986,"741,700",Pizza Place,Cafe,Bakery,Thai Restaurant,Gas Station,Persian Restaurant,Bar,Indian Restaurant,Grocery Store,Supermarket
Wakeley,"(-33.8736111, 150.9086111)",28.561342112784015,"741,500",Platform,Park,Paper / Office Supplies Store,Cafe,Thai Restaurant,Train Station,Grocery Store,Pharmacy,Candy Store,Lebanese Restaurant
Casula,"(-33.9522222, 150.8952778)",31.60914231078144,"740,200",Thai Restaurant,Cafe,Coffee Shop,Hotel,Ice Cream Shop,Pub,Park,Japanese Restaurant,Malay Restaurant,Dumpling Restaurant
Hinchinbrook,"(-33.9159661, 150.8645957)",33.24911577277168,"734,200",Bakery,Cafe,Cosmetics Shop,Grocery Store,Zoo Exhibit,Food & Drink Shop,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot
Minchinbury,"(-33.7866731, 150.8272222)",36.81857503644022,"732,700",Beach,Lighthouse,Park,Sushi Restaurant,Historic Site,History Museum,Bakery,Scenic Lookout,Deli / Bodega,Cafe
Austral,"(-33.9282672, 150.8082824)",38.6256866485296,"728,200",Fast Food Restaurant,Train Station,Food Truck,Supermarket,Bowling Alley,Cafe,Gym,Electronics Store,Grocery Store,Liquor Store
Smithfield,"(-33.8478215, 150.9408736)",25.515487269390544,"726,600",Motel,Pet Store,Flower Shop,Food,Zoo Exhibit,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot
Lansvale,"(-33.9003985, 150.9510782)",25.06697673097988,"726,000",Lake,Park,Harbor / Marina,Tree,Athletics & Sports,Flower Shop,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop
Liverpool,"(-33.9198252, 150.92566)",27.850045554444065,"725,900",Pier,Cafe,Flea Market,Movie Theater,Pizza Place,Zoo Exhibit,Food,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop
Erskine Park,"(-33.8086111, 150.8013889)",38.76141795052053,"725,200",Park,Coffee Shop,Grocery Store,Train Station,Cafe,Convenience Store,Sushi Restaurant,Bakery,Thai Restaurant,Athletics & Sports
Umina Beach,"(-33.5177778, 151.3094444)",38.364618444565664,"720,000",Cafe,Movie Theater,Gym,Electronics Store,Shopping Mall,Chinese Restaurant,Park,Bakery,BBQ Joint,Persian Restaurant
Bonnyrigg,"(-33.8936698, 150.888281)",30.667108685245505,"719,300",Convenience Store,Pizza Place,Grocery Store,Burger Joint,Park,Fried Chicken Joint,Sports Bar,Bakery,Event Service,Flea Market
Bardia,"(-33.9763948, 150.8604327)",35.578272242672284,"714,600",Cafe,Park,Pakistani Restaurant,Liquor Store,Grocery Store,Martial Arts Dojo,Convenience Store,Pizza Place,Snack Place,Soccer Field
Old Guildford,"(-33.8636111, 150.9844444)",21.49159378778104,"711,200",Bakery,Liquor Store,Cafe,Athletics & Sports,Convenience Store,Shopping Mall,Supermarket,Train Station,Park,Persian Restaurant
Cabramatta,"(-33.8983188, 150.9344502)",26.53293272750453,"707,300",Fast Food Restaurant,Movie Theater,Toy / Game Store,Bakery,Trail,Mini Golf,Mobile Phone Shop,Flower Shop,Supermarket,Shopping Mall
Glenfield,"(-33.9733455, 150.8957217)",32.44384412545243,"705,900",Fast Food Restaurant,Train Station,Steakhouse,Cafe,Arts & Crafts Store,Sandwich Place,Park,Gym,Farmers Market,Racetrack
Villawood,"(-33.8857243, 150.9837511)",21.802063971740083,"703,300",Cafe,Bakery,Park,Thai Restaurant,Pub,Pizza Place,Vietnamese Restaurant,Grocery Store,Japanese Restaurant,Bar
Blacktown,"(-33.7401885, 150.86483553289474)",34.95532391313684,"693,000",Scenic Lookout,Beach,Park,Trail,Seafood Restaurant,Lighthouse,Beer Garden,Clothing Store,National Park,Harbor / Marina
Yennora,"(-33.8620079, 150.9686096)",22.94882674608489,"692,000",Park,Coffee Shop,Paper / Office Supplies Store,Shopping Mall,Bar,Bakery,Supermarket,Lake,Pizza Place,Fast Food Restaurant
Hoxton Park,"(-33.9294022, 150.8560164)",34.35207163605125,"691,800",Cafe,Australian Restaurant,Beach,Bakery,Park,Italian Restaurant,Bar,Ice Cream Shop,Restaurant,Seafood Restaurant
Fairfield East,"(-33.8747423, 150.9721298)",22.715314538968162,"683,200",Cafe,Park,Coffee Shop,Gym,Platform,Juice Bar,Japanese Restaurant,Bar,Sandwich Place,Bakery
Glendenning,"(-33.7483333, 150.8511111)",35.83281873431139,"660,600",Cafe,Park,Grocery Store,Pier,Coffee Shop,Food & Drink Shop,Australian Restaurant,Scenic Lookout,Asian Restaurant,Athletics & Sports
Rooty Hill,"(-33.7688649, 150.8411802)",36.029991319586436,"654,500",Pizza Place,Bar,Gourmet Shop,Grocery Store,Hotel,Fish & Chips Shop,Clothing Store,Australian Restaurant,Business Service,Thai Restaurant
Ashcroft,"(-33.915, 150.9011111)",29.92616787588128,"654,200",Italian Restaurant,Pizza Place,Food,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot,Flea Market
Marayong,"(-33.7491667, 150.8919444)",32.25322918474144,"651,500",Park,Bakery,Trail,Supermarket,Soccer Field,Cafe,Asian Restaurant,Food,Filipino Restaurant,Financial or Legal Service
Doonside,"(-33.7549501, 150.8685985)",34.06128990814541,"650,000",Italian Restaurant,Liquor Store,Brewery,Cafe,Grocery Store,Shopping Mall,Bakery,Basketball Court,Dog Run,Food Service
Lalor Park,"(-33.7649937, 150.9288833)",28.42909377300695,"646,900",Pizza Place,Japanese Restaurant,Cafe,Gym,Thai Restaurant,Supermarket,Pub,Shopping Mall,Bookstore,Miscellaneous Shop
Dean Park,"(-33.7328296, 150.852577)",36.31263550047639,"645,600",Park,Italian Restaurant,Thrift / Vintage Store,Shopping Mall,Chinese Restaurant,Flea Market,Fast Food Restaurant,Field,Filipino Restaurant,Financial or Legal Service
Eastern Creek,"(-33.6750568, 150.8533885)",39.099561800294715,"645,100",Cafe,Coffee Shop,Indian Restaurant,Australian Restaurant,Fast Food Restaurant,Golf Course,Platform,Hostel,Thai Restaurant,Bus Station
Plumpton,"(-33.7566667, 150.8427778)",36.2725969311555,"639,500",Fast Food Restaurant,Cafe,Coffee Shop,Italian Restaurant,Australian Restaurant,Pizza Place,Pet Store,Electronics Store,Fish & Chips Shop,Burger Joint
Carramar,"(-33.8838889, 150.9636111)",23.615735920832872,"629,900",Beach,Restaurant,Garden,Dog Run,Cafe,Food & Drink Shop,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot
Ingleburn,"(-33.9983333, 150.8511111)",37.34408393701775,"629,700",Food & Drink Shop,Arcade,Gymnastics Gym,Grocery Store,Gourmet Shop,Sporting Goods Shop,Football Stadium,Flea Market,Field,Filipino Restaurant
Lurnea,"(-33.9358333, 150.8972222)",30.865442935910092,"626,400",Lebanese Restaurant,Grocery Store,Fast Food Restaurant,Train Station,Indonesian Restaurant,Furniture / Home Store,Supermarket,Middle Eastern Restaurant,Theater,Sandwich Place
Hassall Grove,"(-33.7316667, 150.8344444)",37.922580532396864,"619,900",Cafe,Japanese Restaurant,Coffee Shop,Thai Restaurant,Food Court,Ice Cream Shop,Sushi Restaurant,Ramen Restaurant,Chinese Restaurant,Shopping Mall
Oakhurst,"(-33.7372222, 150.8347222)",37.67980271502483,"619,400",Cafe,Park,Bakery,Italian Restaurant,Furniture / Home Store,Eastern European Restaurant,Fast Food Restaurant,Fruit & Vegetable Store,Bar,Deli / Bodega
Colyton,"(-33.7822222, 150.7958333)",39.765108221588534,"613,100",Food & Drink Shop,Cafe,Park,Shopping Mall,Chinese Restaurant,Soccer Field,Pub,Italian Restaurant,Bus Station,Fishing Spot
Heckenberg,"(-33.9077778, 150.8913889)",30.64116608648325,"607,000",Cafe,Japanese Restaurant,Thai Restaurant,Coffee Shop,Park,Indian Restaurant,Cocktail Bar,Grocery Store,Sandwich Place,South Indian Restaurant
Minto,"(-34.0316667, 150.8511111)",39.05798213417857,"600,800",Zoo Exhibit,Lake,Bakery,BBQ Joint,Grocery Store,Restaurant,Park,Pizza Place,Food Service,Fishing Spot
Busby,"(-33.915, 150.8844444)",31.431020117872077,"598,400",Cafe,Beach,Deli / Bodega,Park,Lighthouse,Pub,Coffee Shop,Scenic Lookout,Supermarket,Sushi Restaurant
Mount Druitt,"(-33.7705556, 150.8205556)",37.82776949412615,"596,500",Cafe,Italian Restaurant,Australian Restaurant,Japanese Restaurant,Park,Chinese Restaurant,Bakery,Vegetarian / Vegan Restaurant,Theater,Coffee Shop
Bow Bowing,"(-34.0161463, 150.8405606)",39.089668242579215,"594,200",Sports Bar,Convenience Store,Stadium,Golf Course,Gym,Paintball Field,Chinese Restaurant,Bakery,Construction & Landscaping,Park
Milsons Passage,"(-33.5157613, 151.1768241)",37.7859009582941,"590,000",Pier,Harbor / Marina,Cafe,Island,Park,Italian Restaurant,Historic Site,Tunnel,Tourist Information Center,Australian Restaurant
Sadleir,"(-33.9169444, 150.8902778)",30.95087343029829,"577,300",Arcade,Grocery Store,Zoo Exhibit,Food Court,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot,Flea Market
Macquarie Fields,"(-33.9904477, 150.8849303)",34.14808078662684,"574,800",Bakery,Fast Food Restaurant,Train Station,Non-Profit,Cafe,Shopping Mall,Grocery Store,Middle Eastern Restaurant,Men's Store,Park
Miller,"(-33.9205556, 150.8805556)",31.91679319713285,"557,700",Park,Pizza Place,Pharmacy,Sushi Restaurant,Fast Food Restaurant,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market
Cartwright,"(-33.9250864, 150.8913549)",31.06654848043873,"556,600",Platform,Building,Construction & Landscaping,Train Station,Cafe,French Restaurant,Fountain,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop
Hebersham,"(-33.7455739, 150.8253839)",38.186655178371204,"523,200",Food & Drink Shop,Home Service,Cafe,Liquor Store,Snack Place,Food,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market
Dharruk,"(-33.7480556, 150.8147222)",39.039281354249546,"507,800",Cafe,Park,Furniture / Home Store,Thai Restaurant,Coffee Shop,Pizza Place,Gym,Bakery,Pub,Korean Restaurant
